Country_Name,Country Code,Series_Name,Series Code,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Argentina,ARG,CO2 emissions (metric tons per capita),CO2PC,3.83019839147142,3.87027000740855,3.87692639244616,4.03058881541224,3.8549919479614,3.58735031650151,3.3096836879838,3.5460883239776,4.09408291682224,4.16812854757591,4.46518602068451,4.41424641662401,4.7182244282458,4.44538780283611,4.60680413645499,4.64410645374173,4.62525961600278,4.58977417091963,4.5882296019405,4.6640107478523,4.61908548237078,,
Argentina,ARG,CO2 emissions (kt),CO2T,135000.605,138003.878,139815.376,146984.361,142136.587,133720.822,124714.67,135062.944,157589.325,162110.736,175436.614,175176.257,189107.19,179961.692,187904.414,191622.752,193027.213,193701.941,195777.463,201167.953,201347.636,,
Argentina,ARG,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,288246.2679,299708.76,311514.7,333886.59,331450.87,326483.81,311051.93,344797.06,369944.11,358385.64,373600.56,384547.75,411503.63,373409.065636756,364684.253845885,372873.14375805,380295.320368897,,,,,,
Argentina,ARG,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,7.52859334896618,7.40512875012761,7.40512875012761
Argentina,ARG,Access to electricity (% of population),ATEP,,,,,,95.5110634674458,96.10791015625,96.384895324707,96.6386489868164,96.8673934936523,97.0800247192383,97.2881317138672,97.5032958984375,97.7371063232422,98.82,99.278694152832,99.4978561401367,99.4765548706055,100,99.8271179199219,99.9591217041016,100,100
Argentina,ARG,Energy use (kg of oil equivalent per capita),EUPC,1589.91764656415,1621.9095044682,1658.49540389345,1668.22514401839,1669.52674484545,1570.89716364988,1510.31320228793,1598.78954106856,1728.2140026497,1720.67371317425,1853.04166635488,1858.39221787863,1937.64146650113,1865.33726382679,1928.65235658729,1952.05105293095,1936.80353979442,1967.02167752077,2029.92282543737,,,,
Argentina,ARG,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,6.6582760410764,7.09527768799931,7.20497384619097,6.94264233777882,6.95933509649411,7.14679330779214,6.65589537354945,6.89595799609185,7.06784001176952,7.88572909595093,8.0687490525355,8.91631541204178,8.98208931253922,8.75699012896345,9.36505446258542,9.89842304312809,10.141117805846,10.234600185023,9.69680780913584,,,,
Argentina,ARG,Total natural resources rents (% of GDP),NRPGDP,1.61467915822487,1.44826370202564,0.850515506881471,1.4425401893934,2.40768149993503,1.99273727781115,5.80334674012971,5.06466655688391,4.88426197986274,5.67800664263117,6.02972815943685,4.97412822794161,5.05455682105266,3.19753858756716,3.46666203913257,3.90286904845143,3.76621595953502,3.37108014544302,3.04386403943688,1.3562564931771,1.14484722976945,1.29893613269216,2.23589092166097
Australia,AUS,CO2 emissions (metric tons per capita),CO2PC,16.5018003932063,16.5142732084031,16.9356958473625,17.1902976857233,17.2006098261369,16.7333674341936,17.3704517744283,16.9019589452838,17.0265153472381,17.1697114460549,17.6513983061083,17.8652600395629,18.1608756564953,18.2001819589981,17.7408450531619,17.5388777559057,17.0729046803908,16.0980528948105,15.3911090819668,15.3397835782213,15.5392204599852,,
Australia,AUS,CO2 emissions (kt),CO2T,302164.467,305794.797,316883.805,325343.574,329443.28,324844.862,341353.696,336271.234,342699.485,350172.831,365346.877,372090.49,385904.079,394792.887,390861.863,391818.95,388126.281,372317.844,361316.844,365332.209,375907.837,,
